CUST_ID,REGISTRATION,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,BUYER_CATEGORY,LTV,DEMOGRAPHIC_CLUSTER,ONLINE_BEHAVIOR_CLUSTER,BUYING_BEHAVIOR_CLUSTER,MBA_Browse_1,MBA_Browse_2,MBA_Browse_3,Purchase_MBA_1,Purchase_MBA_2,Purchase_MBA_3,Instore_MBA_1,Instore_MBA_2,Instore_MBA_3,Line_Purchased,Line_Browsed,Line_Search,Line_PageView,Line_Affinity,$L-Line_Affinity,$LP-Line_Affinity,$LP-Big Screen TV,$LP-Computers,$LP-MP3,$LP-Receivers,$LP-Smart Phone,$LP-Speakers,$LP-Standard TV,PURCHASED_AE683260224O,PURCHASED_AE683260524O,PURCHASED_AE683260724O,PURCHASED_AE683260824O,PURCHASED_AE683666822O,PURCHASED_AE683666823O,PURCHASED_AE683666824O,PURCHASED_AE683667024O,PURCHASED_AE683668024O,PURCHASED_AE683769624O,PURCHASED_AE683769824O,PURCHASED_AE744080224O,PURCHASED_AE744080324O,PURCHASED_AE744080422O,PURCHASED_AE744080522O,PURCHASED_AE744870124O,PURCHASED_AE744870324O,PURCHASED_AE744870424O,PURCHASED_AE744870524O,PURCHASED_AE745285622O,PURCHASED_AE745285722O,PURCHASED_AE745285822O,PURCHASED_AE745285922O,PURCHASED_AE745286022O,PURCHASED_AE745486322O,PURCHASED_AE745486422O,PURCHASED_AE745486524O,PURCHASED_AE745486622O,PURCHASED_AE745486724O,PURCHASED_AE745486822O,BROWSED_AE683260224O,BROWSED_AE683260524O,BROWSED_AE683260724O,BROWSED_AE683260824O,BROWSED_AE683666822O,BROWSED_AE683666823O,BROWSED_AE683666824O,BROWSED_AE683667024O,BROWSED_AE683668024O,BROWSED_AE683769624O,BROWSED_AE683769824O,BROWSED_AE744080224O,BROWSED_AE744080324O,BROWSED_AE744080422O,BROWSED_AE744080522O,BROWSED_AE744870124O,BROWSED_AE744870324O,BROWSED_AE744870424O,BROWSED_AE744870524O,BROWSED_AE745285622O,BROWSED_AE745285722O,BROWSED_AE745285822O,BROWSED_AE745285922O,BROWSED_AE745286022O,BROWSED_AE745486322O,BROWSED_AE745486422O,BROWSED_AE745486524O,BROWSED_AE745486622O,BROWSED_AE745486724O,BROWSED_AE745486822O
"24.000000","BEN.DERN",25,"M","U","Financial analyst","College",50174,3,0,0.000000,0,0.000000,0,0.000000,0,0.000000,4,2.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,8,4.000000,2,"Visitor","MEDIUM VALUE","MARRIED MEN","VISITOR","INSTORE HIGH VALUE NON OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","MP3","Speakers","Big Screen TV","Computers","Computers","Computers","Speakers","Computers","Computers",0.856730,0.006260,0.856730,0.012708,0.111363,0.007098,0.003369,0.002471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25.000000","BOB.BIRD",32,"F","U","Nursing","College",27830,2,0,0.000000,3,0.750000,3,0.750000,0,0.000000,22,5.500000,0,0.000000,2097,2097.000000,2097,2097.000000,2097,524.250000,43,10.750000,4,"Repeat Buyer","MEDIUM VALUE","MARRIED WOMEN","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","No Offer","No Offer","No Offer","Standard TV","MP3","Receivers","No Offer","No Offer","No Offer","Speakers","Speakers","Computers","Standard TV","Speakers","Speakers",0.820719,0.051061,0.012916,0.069296,0.019279,0.016300,0.820719,0.010428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26.000000","BOB.BODZ",25,"M","U","Doctor","College",44762,2,12,0.750000,0,0.000000,0,0.000000,3,0.187500,60,3.750000,4828,482.800000,0,0.000000,0,0.000000,0,0.000000,135,8.437500,16,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Big Screen TV","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Computers","Receivers","Receivers","Computers",0.343914,0.077410,0.343914,0.159553,0.190096,0.051757,0.112807,0.064464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"27.000000","BOB.MONK",25,"M","U","Engineer","College",44839,2,22,1.375000,0,0.000000,1,0.062500,3,0.187500,107,6.687500,12728,1157.090909,599,54.454545,0,0.000000,599,37.437500,236,14.750000,16,"Product Viewer","HIGH VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Big Screen TV","Receivers","No Offer","3206","No Offer","No Offer","MP3","Receivers","Computers","Speakers","Computers","Receivers","Smart Phone","Speakers","Speakers",0.954124,0.011838,0.010287,0.004590,0.002585,0.013432,0.954124,0.003144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"28.000000","BOB.MOSS",35,"F","S","Pharmacist","College",71209,1,20,0.869565,2,0.086957,8,0.347826,5,0.217391,146,6.347826,7335,611.250000,3412,284.333333,1088,90.666667,3412,148.347826,299,13.000000,23,"Repeat Buyer","HIGH VALUE","MIDDLE INCOME SINGLE","REPEAT BUYER","ONLINE HIGH VALUE OFFER SEEKER","Speakers","Big Screen TV","No Offer","3210","Receivers","Standard TV","Receivers","Speakers","Smart Phone","Computers","Computers","Computers","MP3","Computers","Computers",0.851439,0.001602,0.851439,0.112877,0.001617,0.003812,0.027474,0.001180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"29.000000","BOB.PITT",38,"M","S","Pharmacist","Post College",64196,1,12,1.000000,0,0.000000,4,0.333333,4,0.333333,72,6.000000,5918,739.750000,1906,238.250000,0,0.000000,1906,158.833333,150,12.500000,12,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Big Screen TV","No Offer","3211","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Big Screen TV","MP3","Receivers","MP3",0.250982,0.100266,0.245147,0.250982,0.158076,0.049508,0.095593,0.100428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"30.000000","BOB.TOWB",30,"F","U","Professor","College",44754,2,6,0.428571,0,0.000000,0,0.000000,6,0.428571,52,3.714286,2804,560.800000,0,0.000000,0,0.000000,0,0.000000,112,8.000000,14,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Speakers","Big Screen TV","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Big Screen TV","Receivers","Receivers","Receivers",0.261986,0.085624,0.154917,0.110324,0.261986,0.072544,0.120882,0.193724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"31.000000","BOB.WEBB",44,"F","U","Private Sector","High School",39802,2,19,0.863636,0,0.000000,2,0.090909,4,0.181818,112,5.090909,10201,680.066667,1498,99.866667,0,0.000000,1498,68.090909,233,10.590909,22,"Product Viewer","HIGH VALUE","MIDDLE INCOME SCHOOL EDUCATED","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Smart Phone","No Offer","No Offer","3179","No Offer","No Offer","Receivers","Speakers","Smart Phone","Computers","MP3","Standard TV","Computers","Computers","MP3",0.551696,0.228054,0.160618,0.551696,0.010191,0.003264,0.020852,0.025326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
"32.000000","TOM.PITT",45,"F","M","Doctor","College",52539,3,1,0.333333,0,0.000000,0,0.000000,0,0.000000,6,2.000000,779,779.000000,0,0.000000,0,0.000000,0,0.000000,11,3.666667,3,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","MP3","Speakers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","Computers","Computers","Computers",0.360289,0.056220,0.360289,0.107605,0.330393,0.056405,0.044986,0.044102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33.000000","TOM.TOWB",40,"F","M","Nursing","College",62966,2,7,1.400000,0,0.000000,1,0.200000,1,0.200000,28,5.600000,3953,3953.000000,584,584.000000,0,0.000000,584,116.800000,48,9.600000,5,"Product Viewer","HIGH VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Big Screen TV","MP3","Standard TV","6177","No Offer","No Offer","MP3","Receivers","Speakers","Smart Phone","Computers","Computers","Computers","Smart Phone","Smart Phone",0.580123,0.229931,0.107175,0.035450,0.006697,0.580123,0.032958,0.007667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"34.000000","ALAN.MOSS",26,"M","U","Engineer","College",49615,2,5,1.000000,0,0.000000,0,0.000000,0,0.000000,24,4.800000,3435,858.750000,0,0.000000,0,0.000000,0,0.000000,43,8.600000,5,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Receivers","Smart Phone","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","Computers","Computers","Standard TV",0.241660,0.198106,0.186913,0.051153,0.068909,0.091025,0.162234,0.241660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"35.000000","ALAN.POLO",73,"M","S","Doctor","Post College",108253,1,1,0.333333,0,0.000000,0,0.000000,0,0.000000,11,3.666667,999,999.000000,0,0.000000,0,0.000000,0,0.000000,20,6.666667,3,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Standard TV","MP3","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","Computers","Big Screen TV","Big Screen TV","Big Screen TV",0.529992,0.529992,0.056148,0.032869,0.104587,0.004902,0.090837,0.180664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36.000000","BOB.BAUER",50,"F","M","Engineer","College",82103,6,11,0.550000,0,0.000000,0,0.000000,2,0.100000,73,3.650000,4184,523.000000,0,0.000000,0,0.000000,0,0.000000,146,7.300000,20,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Computers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Big Screen TV","Big Screen TV","Receivers","Standard TV",0.221020,0.165798,0.059174,0.162228,0.217570,0.068967,0.105242,0.221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
"37.000000","BOB.BRINK",43,"F","M","Financial analyst","Post College",92772,4,16,1.230769,0,0.000000,1,0.076923,3,0.230769,80,6.153846,7734,1104.857143,629,89.857143,0,0.000000,629,48.384615,157,12.076923,13,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Big Screen TV","Smart Phone","6179","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Computers","Standard TV","Receivers","Receivers",0.213821,0.108063,0.193558,0.180777,0.213821,0.018967,0.173874,0.110939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"38.000000","BOB.HOUSE",43,"F","M","Engineer","College",61872,3,9,0.818182,2,0.181818,2,0.181818,1,0.090909,40,3.636364,3701,528.714286,2298,328.285714,2298,328.285714,2298,208.909091,87,7.909091,11,"Repeat Buyer","HIGH VALUE","MARRIED WOMEN","REPEAT BUYER","ONLINE HIGH VALUE OFFER SEEKER","Speakers","Big Screen TV","No Offer","Speakers","Standard TV","MP3","MP3","Receivers","Speakers","Big Screen TV","MP3","Computers","Receivers","Big Screen TV","Big Screen TV",0.951467,0.951467,0.037104,0.000946,0.003039,0.005825,0.000789,0.000829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"39.000000","BOB.READY",29,"M","M","Doctor","College",28145,4,11,0.846154,0,0.000000,1,0.076923,1,0.076923,67,5.153846,6999,874.875000,599,74.875000,0,0.000000,599,46.076923,134,10.307692,13,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Standard TV","Big Screen TV","No Offer","3180","No Offer","No Offer","MP3","Receivers","Speakers","Smart Phone","Computers","Computers","Receivers","Smart Phone","Computers",0.422325,0.122505,0.422325,0.087032,0.061897,0.277692,0.019066,0.009483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"40.000000","BRED.POLO",25,"F","U","Not employed","College",56473,2,2,1.000000,0,0.000000,0,0.000000,0,0.000000,3,1.500000,878,878.000000,0,0.000000,0,0.000000,0,0.000000,5,2.500000,2,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Big Screen TV","Computers","MP3","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Computers","Speakers","Speakers","Speakers",0.382065,0.087372,0.130946,0.056842,0.094789,0.064766,0.382065,0.183219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"41.000000","BRED.TOWB",37,"M","S","Self Employed","Post College",64899,1,0,0.000000,2,0.400000,2,0.400000,0,0.000000,19,3.800000,0,0.000000,1228,1228.000000,1228,1228.000000,1228,245.600000,41,8.200000,5,"Repeat Buyer","MEDIUM VALUE","HIGH INCOME SINGLE","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","No Offer","No Offer","No Offer","Receivers","Standard TV","Speakers","No Offer","No Offer","No Offer","MP3","MP3","Computers","Receivers","MP3","Computers",0.373875,0.032224,0.373875,0.099863,0.146086,0.023069,0.145897,0.178986,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42.000000","BRED.WEBB",25,"F","U","Not employed","College",64673,2,10,0.500000,0,0.000000,1,0.050000,6,0.300000,69,3.450000,6520,815.000000,449,56.125000,0,0.000000,449,22.450000,137,6.850000,20,"Product Viewer","MEDIUM VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Receivers","No Offer","No Offer","3187","No Offer","No Offer","MP3","Speakers","Computers","Receivers","MP3","Big Screen TV","MP3","Receivers","Receivers",0.837406,0.062111,0.015120,0.019577,0.837406,0.015239,0.025991,0.024556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"43.000000","EMMA.MOSS",26,"F","S","Engineer","College",48436,1,11,1.100000,0,0.000000,0,0.000000,2,0.200000,35,3.500000,5149,735.571429,0,0.000000,0,0.000000,0,0.000000,72,7.200000,10,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Big Screen TV","Receivers","No Offer","No Offer","No Offer","MP3","Receivers","Speakers","Computers","MP3","MP3","Speakers","Computers","Smart Phone",0.363449,0.123849,0.339343,0.029533,0.015149,0.363449,0.053317,0.075360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"44.000000","GREG.BIRD",49,"M","S","Professor","College",60680,1,19,0.575758,3,0.090909,5,0.151515,16,0.484848,181,5.484848,7081,416.529412,1945,114.411765,1347,79.235294,1945,58.939394,381,11.545455,33,"Repeat Buyer","HIGH VALUE","MIDDLE INCOME SINGLE","REPEAT BUYER","ONLINE HIGH VALUE OFFER SEEKER","Big Screen TV","No Offer","No Offer","3181","Standard TV","Receivers","MP3","Receivers","Big Screen TV","Speakers","MP3","Standard TV","MP3","Speakers","Speakers",0.980637,0.000131,0.016004,0.001152,0.000145,0.001088,0.980637,0.000843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
"45.000000","GREG.BODZ",33,"F","U","Scientist","College",63147,2,17,0.772727,0,0.000000,2,0.090909,9,0.409091,120,5.454545,6098,469.076923,658,50.615385,0,0.000000,658,29.909091,239,10.863636,22,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Big Screen TV","Smart Phone","3199","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Speakers","Smart Phone","Standard TV","Receivers",0.239211,0.068087,0.198027,0.121019,0.239211,0.034822,0.165895,0.172939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"46.000000","GREG.MONK",27,"M","S","Professor","Post College",60122,1,5,0.500000,0,0.000000,0,0.000000,6,0.600000,57,5.700000,1775,443.750000,0,0.000000,0,0.000000,0,0.000000,118,11.800000,10,"Product Viewer","HIGH VALUE","HIGH INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Computers","Big Screen TV","Smart Phone","No Offer","No Offer","No Offer","Receivers","Speakers","Smart Phone","MP3","MP3","Computers","Receivers","MP3","MP3",0.740015,0.035138,0.154698,0.740015,0.026429,0.001568,0.023480,0.018672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"47.000000","GREG.MOSS",29,"F","U","Doctor","College",63538,2,19,0.678571,0,0.000000,0,0.000000,12,0.428571,118,4.214286,8872,682.461538,0,0.000000,0,0.000000,0,0.000000,251,8.964286,28,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","Receivers","Computers","Receivers",0.262929,0.057180,0.154645,0.121737,0.262929,0.062501,0.162759,0.178250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
"48.000000","GREG.PITT",52,"M","M","Engineer","College",64587,6,18,1.800000,0,0.000000,8,0.800000,1,0.100000,94,9.400000,11102,1233.555556,5592,621.333333,0,0.000000,5592,559.200000,215,21.500000,10,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3195","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Computers","Standard TV","Standard TV","Standard TV",0.340377,0.095564,0.204916,0.098073,0.117775,0.070544,0.072750,0.340377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
"49.000000","GREG.TOWB",41,"F","S","Not employed","High School",42377,1,13,0.590909,0,0.000000,1,0.045455,7,0.318182,73,3.318182,6569,505.307692,299,23.000000,0,0.000000,299,13.590909,157,7.136364,22,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Computers","No Offer","No Offer","6198","No Offer","No Offer","MP3","Speakers","Computers","Receivers","Standard TV","Computers","MP3","Receivers","Receivers",0.936202,0.006917,0.007749,0.006647,0.936202,0.016207,0.009136,0.017143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"50.000000","GREG.WEBB",41,"F","M","Not employed","College",39151,2,9,0.562500,0,0.000000,1,0.062500,7,0.437500,59,3.687500,4161,520.125000,199,24.875000,0,0.000000,199,12.437500,131,8.187500,16,"Product Viewer","MEDIUM VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Speakers","No Offer","No Offer","3209","No Offer","No Offer","MP3","Speakers","Receivers","Smart Phone","Receivers","Computers","Standard TV","Smart Phone","Smart Phone",0.568079,0.020889,0.269387,0.017961,0.013462,0.568079,0.005544,0.104679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"51.000000","JOHN.ALBA",33,"M","S","Private Sector","High School",28717,1,3,0.500000,0,0.000000,0,0.000000,2,0.333333,23,3.833333,1227,409.000000,0,0.000000,0,0.000000,0,0.000000,46,7.666667,6,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","MP3","Computers","Big Screen TV","No Offer","No Offer","No Offer","MP3","Receivers","Speakers","Standard TV","Receivers","Speakers","Standard TV","Standard TV","Smart Phone",0.497698,0.168439,0.038510,0.027012,0.022378,0.497698,0.089896,0.156066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"52.000000","JOHN.BIRD",31,"M","U","Doctor","Post College",67756,2,12,0.631579,0,0.000000,0,0.000000,3,0.157895,91,4.789474,6158,615.800000,0,0.000000,0,0.000000,0,0.000000,196,10.315789,19,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Big Screen TV","Receivers","Standard TV","Standard TV",0.336009,0.059163,0.083144,0.072352,0.220449,0.036873,0.192010,0.336009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"53.000000","JOHN.BODZ",44,"M","S","Financial analyst","Post College",51826,1,23,0.638889,0,0.000000,2,0.055556,19,0.527778,153,4.250000,12122,577.238095,1398,66.571429,0,0.000000,1398,38.833333,313,8.694444,36,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3193","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","Speakers","Speakers","Receivers","Receivers",0.245613,0.077848,0.193403,0.164930,0.245613,0.040884,0.104715,0.172607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1
